,bins10lfm,bins20lfm,binsname,bins5lfm,dry.wt,dw.flam.sample,fd,fh,fresh.wt,gd,gdw.gfw,gdw.gww,gdw.gww.saturated,glow,gr,gti,gww.gdw,gww.gdw.saturated,hydration,ignition,ignition.temp,individual,lfm.NAs.imputed,lfm.notes,lfm.outliers.out,max.mpa.sample,model,model.spp.gr,model.spp.gr.sample,month,mpa,pfg,precip.2mo,precip.2month,prop.ignite,prop.new,ros,round,RWC,RWD,sample,sample.wt,season,site,spp,start.temp,temp.change,temp.max,ttfg,tti,water.wt,ww.flam.sample,year,year.month,flam.index,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti
384,"(50,60]","(40,60]",40,"(50,55]",0.3127,0.32807657,2,6.5,0.484,170,0.64607438,1.825452423,0.970432946,1,"(50,60]",30,0.547809402,1.0304679,dry,1,270.2,2020_September_ADFA_1.1,54.7809402,0,54.7809402,-0.123,EPI,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,60]_1.1",September,7.956,138,0.01,2020_September,87,100,5,6,53.16122919,46.83877081,1.1,0.5078,Dry,St. Marys,ADFA,282,24.4,306.4,21,51,0.1713,0.17972343,2020,2020_September,8.906187878,0.505959643,19.81244804,518.1717179,6.096137857,420.6335122,64.0094475,155.4515154,91.44206786
387,"(50,60]","(40,60]",40,"(55,60]",0.3411,0.317283175,7,10,0.5385,89,0.633426184,1.727963526,0.997658993,1,"(50,60]",10,0.578715919,1.0023465,dry,1,264.6,2020_September_ADFA_1.3,57.87159191,"Missing these yellow lower videos , also, no weight for this video - might be mislabeled? Strange to have two burns for Epi‰Û_",57.87159191,-0.471,EPI,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,60]_1.3",September,7.639,72,0.01,2020_September,87,100,1.428571429,6,57.73611412,42.26388588,1.3,0.5009,Dry,St. Marys,ADFA,265.8,98.3,364.1,13,23,0.1974,0.183616825,2020,2020_September,13.67898738,0.505959643,31.51758673,280.5065219,22.06231071,226.9266244,40.97286274,72.49044947,31.51758673
390,"(50,60]","(40,60]",40,"(50,55]",0.3032,0.296150341,12,7,0.4688,165,0.646757679,1.830917874,0.961266523,1,"(50,60]",31,0.546174143,0.94735031,dry,1,258.1,2020_September_ADFA_1.4,54.61741425,0,54.61741425,-0.225,EPI,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,60]_1.4",September,6.56,122,0.01,2020_September,87,10,0.833333333,6,57.65281722,42.34718278,1.4,0.4579,Dry,St. Marys,ADFA,275.3,119.2,394.5,20,51,0.1656,0.161749659,2020,2020_September,9.012376547,0.505959643,23.63664337,557.1494508,40.51996006,411.9529272,67.53326676,172.2098302,104.6765635
391,"(40,50]","(40,60]",40,"(45,50]",0.2568,0.316877378,9,15,0.3753,85,0.684252598,2.167088608,1.078099174,1,"(40,50]",7,0.461448598,0.927558452,dry,1,262.1,2020_September_ADFA_1.5,46.14485981,0,46.14485981,-0.136,EPI,"2020_September_EPI_ADFA_(40,50]","2020_September_EPI_ADFA_(40,50]_1.5",September,9.207,69,0.01,2020_September,100,100,1.111111111,6,49.74873523,50.25126477,1.5,0.4631,Dry,St. Marys,ADFA,280,126.5,406.5,15,22,0.1185,0.146222622,2020,2020_September,15.21208521,0.505959643,47.33692285,268.2425628,28.40215371,217.7498451,47.33692285,69.42748685,22.090564
393,"(50,60]","(40,60]",40,"(55,60]",0.3416,0.316603311,11,15,0.5316,184,0.642588412,1.797894737,0.933088235,1,"(50,60]",46,0.556206089,1.071710008,dry,1,275.4,2020_September_ADFA_1.6,55.6206089,0,55.6206089,-0.316,EPI,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,60]_1.6",September,6.912,127,0.01,2020_September,87,100,0.909090909,6,51.8989358,48.1010642,1.6,0.4927,Dry,St. Marys,ADFA,268.2,95.6,363.8,5,51,0.19,0.176096689,2020,2020_September,10.4840946,0.505959643,47.37790001,581.1689068,34.74379334,401.1328868,15.79263334,161.08486,145.2922267
394,"(50,60]","(40,60]",40,"(55,60]",0.3416,0.354001956,10,13,0.5316,131,0.642588412,1.797894737,0.933088235,1,"(50,60]",12,0.556206089,1.071710008,dry,1,260.8,2020_September_ADFA_1.6,55.6206089,0,55.6206089,-0.316,EPI,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,60]_1.6",September,6.912,109,0.01,2020_September,87,NA,1,6,51.8989358,48.1010642,1.6,0.5509,Dry,St. Marys,ADFA,278.8,139.8,418.6,27,39,0.19,0.196898044,2020,2020_September,11.42161213,0.505959643,36.72296089,370.0544521,28.24843146,307.9079029,76.27076494,110.1688827,33.89811775
398,"(50,60]","(40,60]",40,"(50,55]",0.2631,0.365968169,21,13,0.3949,186,0.666244619,1.996206373,1.040053405,1,"(50,60]",20,0.500950209,0.961489089,dry,1,286.4,2020_September_ADFA_2.2,50.0950209,0,50.0950209,-0.256,EPI,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,60]_2.2",September,8.755,145,0.01,2020_September,87,100,0.476190476,6,52.10149704,47.89850296,2.2,0.5493,Dry,Painted Caves,ADFA,295.8,130.5,426.3,11,31,0.1318,0.183331831,2020,2020_September,12.65672163,0.505959643,35.52221503,508.2409228,57.38203967,396.2093215,30.05725887,84.70682046,54.64956159
401,"(50,60]","(40,60]",40,"(55,60]",0.3995,0.344249332,13,8,0.6363,158,0.627848499,1.687077703,0.926557174,1,"(50,60]",27,0.592740926,1.079264214,dry,1,268.5,2020_September_ADFA_2.4,59.27409262,0,59.27409262,-0.116,EPI,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,60]_2.4",September,7.946,118,0.01,2020_September,87,NA,0.769230769,6,54.92083574,45.07916426,2.4,0.5483,Dry,Painted Caves,ADFA,278.4,31.6,310,8,35,0.2368,0.204050668,2020,2020_September,10.88523947,0.505959643,23.23897029,458.9696632,37.76332672,342.7748118,23.23897029,101.670495,78.43152472
419,"(50,60]","(40,60]",40,"(55,60]",0.3062,0.331785789,7,13,0.4799,112,0.638049594,1.762809442,1.054545455,1,"(50,60]",22,0.56727629,0.948275862,dry,1,290.5,2020_September_ADFA_2.1,56.727629,0,56.727629,-0.319,EPI,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,60]_2.1",September,6.792,83,0.01,2020_September,87,NA,1.428571429,7,59.82186331,40.17813669,2.1,0.52,Dry,Painted Caves,ADFA,291.3,88.5,379.8,22,44,0.1737,0.188214211,2020,2020_September,10.82728399,0.505959643,39.18190725,337.5672009,21.09795006,250.1614078,66.30784304,132.6156861,66.30784304
430,"(50,60]","(40,60]",40,"(55,60]",0.2858,0.308083359,10,15,0.4489,136,0.636667409,1.752299203,0.970432946,1,"(50,60]",20,0.570678796,1.0304679,dry,1,272,2020_September_ADFA_1.1,57.06787964,0,57.06787964,-0.123,EPI,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,60]_1.1",September,2.816,106,0.01,2020_September,87,100,1,8,55.38055056,44.61944944,1.1,0.4839,Dry,St. Marys,ADFA,286.5,82.1,368.6,21,41,0.1631,0.175816641,2020,2020_September,11.53543637,0.505959643,48.6881214,441.4389674,32.4587476,344.0627246,68.16336996,133.0808652,64.9174952
431,"(50,60]","(40,60]",40,"(50,55]",0.3882,0.333541545,3,3,0.5902,138,0.657743138,1.921782178,0.794049159,1,"(50,60]",26,0.520350335,1.259367872,dry,1,289.5,2020_September_CEME_1.2,52.03503349,0,52.03503349,-0.394,EPI,"2020_September_EPI_CEME_(50,60]","2020_September_EPI_CEME_(50,60]_1.2",September,8.1,109,0.01,2020_September,54,100,3.333333333,8,41.3183746,58.6816254,1.2,0.5071,Dry,St. Marys,CEME,270.9,53.1,324,18,44,0.202,0.173558455,2020,2020_September,8.645761872,0.522964977,8.994381788,413.7415622,8.994381788,326.7958716,53.96629073,131.9175996,77.95130883
434,"(50,60]","(40,60]",40,"(55,60]",0.32905,0.509708869,12,13,0.3253,147,1.01152782,1.01152782,0.961266523,1,"(50,60]",23,0.579150463,0.94735031,dry,1,273.5,2020_September_ADFA_1.4,57.91504631,"missing dry weight, no lfm",NA,-0.225,EPI,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,60]_1.4",September,7.131,112,0.01,2020_September,87,10,0.833333333,8,61.13371761,38.86628239,1.4,0.5039,Dry,St. Marys,ADFA,279,169.6,448.6,12,35,0.3253,0.183474328,2020,2020_September,11.98716227,0.505959643,25.50475536,288.399926,23.5428511,219.7332769,23.5428511,68.66664904,45.12379794
435,"(40,50]","(40,60]",40,"(45,50]",0.2452,0.302003089,4,7,0.3626,130,0.676227248,2.088586031,0.937425743,1,"(40,50]",28,0.478792822,1.066751162,dry,1,281.4,2020_September_CEME_1.4,47.87928222,0,47.87928222,-0.192,EPI,"2020_September_EPI_CEME_(40,50]","2020_September_EPI_CEME_(40,50]_1.4",September,8.848,98,0.01,2020_September,94,100,2.5,8,44.88327168,55.11672832,1.4,0.4466,Dry,St. Marys,CEME,275.2,17.1,292.3,15,43,0.1174,0.144596911,2020,2020_September,9.709328925,0.522964977,23.17857088,430.4591735,13.24489765,324.4999923,49.66836617,142.3826497,92.71428352
436,"(50,60]","(40,60]",40,"(55,60]",0.3907,0.319581945,3,5,0.6087,164,0.641859701,1.792201835,0.846976176,1,"(50,60]",35,0.557972869,1.180670754,dry,1,281.6,2020_September_CEME_1.5,55.79728692,0,55.79728692,-0.145,EPI,"2020_September_EPI_CEME_(50,60]","2020_September_EPI_CEME_(50,60]_1.5",September,7.822,126,0.01,2020_September,54,100,3.333333333,8,47.25897269,52.74102731,1.5,0.4979,Dry,St. Marys,CEME,277.4,20.4,297.8,14,49,0.218,0.178318055,2020,2020_September,8.72561572,0.522964977,15.64543954,513.1704169,9.387263723,394.2650764,43.80723071,153.3253075,109.5180768
438,"(40,50]","(40,60]",40,"(45,50]",0.2943,0.368845108,4,12.5,0.4323,151,0.680777238,2.132608696,0.999274311,1,"(40,50]",22,0.468909276,1.000726216,dry,1,308.2,2020_September_CEME_1.6,46.89092762,0,46.89092762,-0.491,EPI,"2020_September_EPI_CEME_(40,50]","2020_September_EPI_CEME_(40,50]_1.6",September,7.922,125,0.01,2020_September,94,100,2.5,8,46.85689939,53.14310061,1.6,0.5418,Dry,St. Marys,CEME,291.2,47.6,338.8,13,35,0.138,0.172954892,2020,2020_September,11.88517663,0.522964977,33.88956433,409.3859371,10.84466059,338.8956433,35.2451469,94.89078012,59.64563322
439,"(50,60]","(40,60]",40,"(50,55]",0.3295,0.3559231,7,15,0.5013,136,0.657291043,1.917927823,0.933088235,1,"(50,60]",26,0.521396055,1.071710008,dry,1,260.7,2020_September_ADFA_1.6,52.13960546,0,52.13960546,-0.316,EPI,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,60]_1.6",September,1.091,103,0.01,2020_September,87,NA,1.428571429,8,48.65085244,51.34914756,1.6,0.5415,Dry,St. Marys,ADFA,270.5,113.3,383.8,6,32,0.1718,0.1855769,2020,2020_September,12.88564272,0.505959643,42.14393503,382.105011,19.66716968,289.3883539,16.85757401,89.9070614,73.04948739
442,"(50,60]","(40,60]",40,"(55,60]",0.3165,0.326070059,17,11,0.506,120,0.625494071,1.670184697,1.040053405,1,"(50,60]",6,0.598736177,0.961489089,dry,1,263.7,2020_September_ADFA_2.2,59.87361769,0,59.87361769,-0.256,EPI,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,60]_2.2",September,7.46,97,0.01,2020_September,87,100,0.588235294,8,62.27175992,37.72824008,2.2,0.5213,Dry,Painted Caves,ADFA,263.6,69.7,333.3,17,23,0.1895,0.195229941,2020,2020_September,13.94420907,0.505959643,33.73508142,368.0190701,52.13603493,297.4820816,52.13603493,70.53698843,18.4009535
443,"(40,50]","(40,60]",40,"(40,45]",0.339,0.372150751,8,11.25,0.4796,131,0.706839033,2.411095306,1.04558762,1,"(40,50]",20,0.414749263,0.9564,dry,1,266.8,2020_September_ADFA_2.3,41.47492625,0,41.47492625,-0.106,EPI,"2020_September_EPI_ADFA_(40,50]","2020_September_EPI_ADFA_(40,50]_2.3",September,10,103,0.01,2020_September,100,NA,1.25,8,43.36566944,56.63433056,2.3,0.5265,Dry,Painted Caves,ADFA,275,88.4,363.4,12,32,0.1406,0.154349249,2020,2020_September,12.09858513,0.505959643,30.2296851,352.0078887,21.49666496,276.7695613,32.24499744,85.98665983,53.74166239
444,"(40,50]","(40,60]",40,"(40,45]",0.3771,0.386294189,3,11,0.5455,160,0.691292392,2.239311164,0.644219978,1,"(40,50]",30,0.446565898,1.164839982,dry,1,293.3,2020_September_CEME_2.3,44.65658976,0,44.65658976,-0.498,EPI,"2020_September_EPI_CEME_(40,50]","2020_September_EPI_CEME_(40,50]_2.3",September,10,127,0.01,2020_September,94,100,3.333333333,8,38.33710248,61.66289752,2.3,0.5588,Dry,Painted Caves,CEME,263.4,61.9,325.3,12,42,0.1684,0.172505811,2020,2020_September,10.66618736,0.522964977,28.47570665,414.1920967,7.766101813,328.7649767,31.06440725,108.7254254,77.66101813
445,"(40,50]","(40,60]",40,"(40,45]",0.3312,0.296899388,25,8.5,0.4741,139,0.698586796,2.317704689,0.926557174,1,"(40,50]",0.5,0.431461353,1.079264214,dry,1,228.1,2020_September_ADFA_2.4,43.14613527,0,43.14613527,-0.116,EPI,"2020_September_EPI_ADFA_(40,50]","2020_September_EPI_ADFA_(40,50]_2.4",September,10,114,0.01,2020_September,100,NA,0.4,8,39.97736116,60.02263884,2.4,0.425,Dry,Painted Caves,ADFA,275.8,115.3,391.1,20,20,0.1429,0.128100612,2020,2020_September,14.08923536,0.505959643,28.62922705,468.1720659,84.20360898,383.9684569,67.36288718,67.36288718,1.68407218
446,"(50,60]","(40,60]",40,"(50,55]",0.3032,0.296150341,7,13,0.4688,135,0.646757679,1.830917874,1.050186645,1,"(50,60]",37,0.546174143,0.95221169,dry,1,258.4,2020_September_ADFA_2.5,54.61741425,0,54.61741425,-0.151,EPI,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,60]_2.5",September,6.56,91,0.01,2020_September,87,NA,1.428571429,8,57.358479,42.641521,2.5,0.4579,Dry,Painted Caves,ADFA,265.9,77.7,343.6,6,43,0.1656,0.161749659,2020,2020_September,10.93758273,0.505959643,43.89662339,455.8495506,23.63664337,307.2763638,20.25998003,145.1965235,124.9365435
447,"(40,50]","(40,60]",40,"(45,50]",0.314,0.327331466,2,14.5,0.464,116,0.676724138,2.093333333,0.793550532,1,"(40,50]",29,0.477707006,1.260159196,dry,1,283,2020_September_CEME_2.6,47.77070064,0,47.77070064,-0.447,EPI,"2020_September_EPI_CEME_(40,50]","2020_September_EPI_CEME_(40,50]_2.6",September,9.28,85,0.01,2020_September,94,100,5,8,37.90846489,62.09153511,2.6,0.4837,Dry,Painted Caves,CEME,274,70.1,344.1,8,37,0.15,0.156368534,2020,2020_September,11.98175059,0.522964977,44.29760511,354.3808409,6.110014498,259.6756162,24.44005799,113.0352682,88.59521022
449,"(50,60]","(40,60]",40,"(50,55]",0.2161,0.297063985,5,13,0.3307,145,0.653462353,1.885689354,0.970432946,1,"(50,60]",36,0.530310042,1.0304679,dry,1,253.2,2020_September_ADFA_1.1,53.03100416,0,53.03100416,-0.123,EPI,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,60]_1.1",September,9.641,104,0.01,2020_September,87,100,2,9,51.4630336,48.5369664,1.1,0.4546,Dry,St. Marys,ADFA,267,76.6,343.6,1,37,0.1146,0.157536015,2020,2020_September,11.69296194,0.505959643,43.7616158,488.11033,16.83139069,350.0929264,3.366278138,124.5522911,121.186013
450,"(40,50]","(40,60]",40,"(40,45]",0.3668,0.396252133,5,18.5,0.5156,138,0.711404189,2.465053763,0.989601386,1,"(40,50]",25,0.405670665,1.010507881,dry,1,272.1,2020_September_CEME_1.1,40.56706652,0,40.56706652,-0.208,EPI,"2020_September_EPI_CEME_(40,50]","2020_September_EPI_CEME_(40,50]_1.1",September,10,108,0.01,2020_September,94,100,2,9,40.14522527,59.85477473,1.1,0.557,Dry,St. Marys,CEME,260,89.3,349.3,13,38,0.1488,0.160747867,2020,2020_September,12.53690968,0.522964977,46.68744579,348.2631092,12.61822859,272.5537376,32.80739434,95.8985373,63.09114296
452,"(40,50]","(40,60]",40,"(40,45]",0.5028,0.360306632,10,11,0.7283,183,0.690374846,2.229711752,0.794049159,1,"(40,50]",20,0.448488465,1.259367872,dry,1,242.2,2020_September_CEME_1.2,44.84884646,0,44.84884646,-0.394,EPI,"2020_September_EPI_CEME_(40,50]","2020_September_EPI_CEME_(40,50]_1.2",September,9.395,153,0.01,2020_September,94,100,1,9,35.61218883,64.38781117,1.2,0.5219,Dry,St. Marys,CEME,272.8,102.5,375.3,26,46,0.2255,0.161593368,2020,2020_September,10.24740276,0.522964977,30.52955185,507.9007262,27.75413805,424.6383121,72.16075892,127.669035,55.50827609
454,"(50,60]","(40,60]",40,"(50,55]",0.3882,0.364323924,4,11.75,0.5902,167,0.657743138,1.906679764,0.797171438,1,"(50,60]",33,0.535287351,1.254435309,dry,1,282.9,2020_September_CEME_1.3,53.52873507,no LFM,NA,-0.597,EPI,"2020_September_EPI_CEME_(50,60]","2020_September_EPI_CEME_(50,60]_1.3",September,10,130,0.01,2020_September,54,100,2.5,9,42.67157874,57.32842126,1.3,0.5539,Dry,St. Marys,CEME,271.6,85.1,356.7,6,39,0.2036,0.189576076,2020,2020_September,11.17560377,0.522964977,32.25151911,458.3832929,10.97924055,356.8253178,16.46886082,107.0475953,90.57873452
455,"(50,60]","(40,60]",40,"(50,55]",0.4014,0.371318039,8,17,0.6098,141,0.658248606,1.926103647,0.797171438,1,"(50,60]",17,0.51918286,1.254435309,dry,1,267.8,2020_September_CEME_1.3,51.918286,0,51.918286,-0.597,EPI,"2020_September_EPI_CEME_(50,60]","2020_September_EPI_CEME_(50,60]_1.3",September,7.919,116,0.01,2020_September,54,100,1.25,9,41.38777474,58.61222526,1.3,0.5641,Dry,St. Marys,CEME,273.8,156.6,430.4,10,27,0.2084,0.192781961,2020,2020_September,14.31383017,0.522964977,45.7828552,379.7283873,21.54487304,312.400659,26.9310913,72.7139465,45.7828552
456,"(50,60]","(40,60]",40,"(55,60]",0.3588,0.332352668,10,14,0.5603,112,0.64037123,1.780645161,0.961266523,1,"(50,60]",14,0.561594203,0.94735031,dry,1,266.8,2020_September_ADFA_1.4,56.15942029,0,56.15942029,-0.225,EPI,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,60]_1.4",September,8.01,88,0.01,2020_September,87,85,1,9,59.28052138,40.71947862,1.4,0.519,Dry,St. Marys,ADFA,273.3,-5.8,267.5,10,24,0.2015,0.186647332,2020,2020_September,14.41698393,0.505959643,42.1239284,336.9914272,30.08852029,264.7789785,30.08852029,72.21244869,42.1239284
457,"(40,50]","(40,60]",40,"(40,45]",0.4367,0.38133771,15,17,0.62,206,0.704354839,2.38243317,0.937425743,1,"(40,50]",26,0.419738951,1.066751162,dry,1,269.7,2020_September_CEME_1.4,41.97389512,0,41.97389512,-0.192,EPI,"2020_September_EPI_CEME_(40,50]","2020_September_EPI_CEME_(40,50]_1.4",September,10,165,0.01,2020_September,94,100,0.666666667,9,39.34740979,60.65259021,1.4,0.5414,Dry,St. Marys,CEME,272.2,114.6,386.8,14,40,0.1833,0.16006229,2020,2020_September,12.00841682,0.522964977,44.57990796,540.2035906,39.33521291,432.687342,36.71286538,104.8939011,68.18103571
458,"(50,60]","(40,60]",40,"(55,60]",0.2853,0.261551816,16,6,0.4433,125,0.643582224,1.805696203,0.846976176,1,"(50,60]",10,0.553803014,1.180670754,dry,1,273.7,2020_September_CEME_1.5,55.38030144,0,55.38030144,-0.145,EPI,"2020_September_EPI_CEME_(50,60]","2020_September_EPI_CEME_(50,60]_1.5",September,7.118,99,0.01,2020_September,54,100,0.625,9,46.90579592,53.09420408,1.5,0.4064,Dry,St. Marys,CEME,272.1,45.9,318,16,26,0.158,0.144848184,2020,2020_September,11.86311781,0.522964977,22.94000513,477.9167736,61.17334702,378.5100847,61.17334702,99.40668891,38.23334189
460,"(50,60]","(40,60]",40,"(50,55]",0.3913,0.346356925,4,11.5,0.5964,117,0.656103286,1.907849829,0.999274311,1,"(50,60]",20,0.524150268,1.000726216,dry,1,290.9,2020_September_CEME_1.6,52.41502683,0,52.41502683,-0.491,EPI,"2020_September_EPI_CEME_(50,60]","2020_September_EPI_CEME_(50,60]_1.6",September,8.667,93,0.01,2020_September,54,100,2.5,9,52.37698982,47.62301018,1.6,0.5279,Dry,St. Marys,CEME,273.2,53.3,326.5,25,45,0.2051,0.181543075,2020,2020_September,10.44255314,0.522964977,33.20274311,337.8018212,11.54878021,268.5091399,72.17987632,129.9237774,57.74390105
462,"(40,50]","(40,60]",40,"(40,45]",0.3837,0.384050347,7,8.5,0.5476,148,0.700693937,2.341061623,1.054545455,1,"(40,50]",30,0.427156633,0.948275862,dry,1,252.5,2020_September_ADFA_2.1,42.71566328,0,42.71566328,-0.319,EPI,"2020_September_EPI_ADFA_(40,50]","2020_September_EPI_ADFA_(40,50]_2.1",September,10,111,0.01,2020_September,100,45,1.428571429,9,45.04560855,54.95439145,2.1,0.5481,Dry,Painted Caves,ADFA,271.8,99.2,371,11,41,0.1639,0.164049653,2020,2020_September,10.25450872,0.505959643,22.13251483,385.3661406,18.22677692,289.0246054,28.64207802,106.7568362,78.11475823
463,"(40,50]","(40,60]",40,"(45,50]",0.4076,0.366661709,13,13,0.5944,205,0.685733513,2.182012848,0.922613065,1,"(40,50]",21,0.458292444,1.083877996,dry,1,258,2020_September_CEME_2.1,45.82924436,0,45.82924436,-0.641,EPI,"2020_September_EPI_CEME_(40,50]","2020_September_EPI_CEME_(40,50]_2.1",September,10,171,0.01,2020_September,94,100,0.769230769,9,42.28265961,57.71734039,2.1,0.5347,Dry,Painted Caves,CEME,277.4,54.6,332,17,38,0.1868,0.168038291,2020,2020_September,11.5546004,0.522964977,35.45502481,559.0984682,35.45502481,466.3699417,46.36426321,103.6377648,57.27350162
466,"(50,60]","(40,60]",40,"(55,60]",0.7189,0.357785287,6,9.25,1.1228,126,0.640274314,1.779896014,0.644219978,1,"(50,60]",22,0.561830575,1.164839982,dry,1,279.1,2020_September_CEME_2.3,56.18305745,0,56.18305745,-0.498,EPI,"2020_September_EPI_CEME_(50,60]","2020_September_EPI_CEME_(50,60]_2.3",September,8.217,98,0.01,2020_September,54,100,1.666666667,9,48.23242533,51.76757467,2.3,0.5588,Dry,Painted Caves,CEME,278.3,85,363.3,33,55,0.4039,0.201014713,2020,2020_September,9.166725534,0.522964977,25.85349466,352.1665218,16.76983437,273.9072947,92.23408904,153.7234817,61.4893927
467,"(50,60]","(40,60]",40,"(55,60]",0.3033,0.311235174,2,4.5,0.4816,181,0.629775748,1.70106562,0.701834862,1,"(50,60]",39,0.587866799,1.124834583,dry,1,286.5,2020_September_CEME_2.4,58.78667985,0,58.78667985,-0.159,EPI,"2020_September_EPI_CEME_(50,60]","2020_September_EPI_CEME_(50,60]_2.4",September,7.23,140,0.01,2020_September,54,100,5,9,52.26251107,47.73748893,2.4,0.4942,Dry,Painted Caves,CEME,276.1,34.2,310.3,23,62,0.1783,0.182964826,2020,2020_September,7.791596046,0.522964977,14.45852002,581.5538052,6.426008897,449.8206228,73.89910232,199.2062758,125.3071735
468,"(40,50]","(40,60]",40,"(40,45]",0.3323,0.345758497,12,16.5,0.479,91,0.693736952,2.265167007,1.050186645,1,"(40,50]",13,0.441468553,0.95221169,dry,1,265,2020_September_ADFA_2.5,44.14685525,0,44.14685525,-0.151,EPI,"2020_September_EPI_ADFA_(40,50]","2020_September_EPI_ADFA_(40,50]_2.5",September,9.99,66,0.01,2020_September,100,75,0.833333333,9,46.36243778,53.63756222,2.5,0.4984,Dry,Painted Caves,ADFA,272.2,108.6,380.8,12,25,0.1467,0.152641503,2020,2020_September,14.70628634,0.505959643,47.72116998,263.1894829,34.70630544,190.8846799,34.70630544,72.304803,37.59849756
469,"(50,60]","(40,60]",40,"(55,60]",0.5272,0.287354093,2,1.5,0.8234,176,0.640272043,1.77987846,0.795552605,1,"(50,60]",33,0.561836115,1.256987902,dry,1,287.7,2020_September_CEME_2.5,56.18361153,0,56.18361153,-0.328,EPI,"2020_September_EPI_CEME_(50,60]","2020_September_EPI_CEME_(50,60]_2.5",September,8.001,141,0.01,2020_September,54,100,5,9,44.69701852,55.30298148,2.5,0.4488,Dry,Painted Caves,CEME,269,53.9,322.9,16,49,0.2962,0.161445907,2020,2020_September,7.866746835,0.522964977,5.220040492,612.4847511,6.96005399,490.6838063,55.68043192,170.5213228,114.8408908
471,"(40,50]","(40,60]",40,"(45,50]",0.299,0.370363158,5,9,0.437,138,0.684210526,2.166666667,0.793550532,1,"(40,50]",31,0.461538462,1.260159196,dry,1,291.5,2020_September_CEME_2.6,46.15384615,0,46.15384615,-0.447,EPI,"2020_September_EPI_CEME_(40,50]","2020_September_EPI_CEME_(40,50]_2.6",September,7.87,102,0.01,2020_September,94,100,2,9,36.62540915,63.37459085,2.6,0.5413,Dry,Painted Caves,CEME,265.8,57.3,323.1,10,41,0.138,0.170936842,2020,2020_September,10.36340514,0.522964977,24.30047322,372.607256,13.5002629,275.4053632,27.0005258,110.7021558,83.70162998
473,"(40,50]","(40,60]",40,"(40,45]",0.3169,0.319902799,5,12.5,0.4538,105,0.698325253,2.314828342,0.989601386,1,"(40,50]",13,0.431997476,1.010507881,dry,1,286.1,2020_September_CEME_1.1,43.19974755,0,43.19974755,-0.208,EPI,"2020_September_EPI_CEME_(40,50]","2020_September_EPI_CEME_(40,50]_1.1",September,10,87,0.01,2020_September,94,100,2,10,42.75053007,57.24946993,1.1,0.4581,Dry,St. Marys,CEME,277.4,51.5,328.9,27,40,0.1369,0.138197201,2020,2020_September,11.19760443,0.522964977,39.07436901,328.2246997,15.6297476,271.9576083,84.40063707,125.0379808,40.63734377
